北京,2311927949,2015-08-06 00:00:00.0,研究和试验发展,王建忠,国雷安全防护技术有限公司,5000万人民币,存续,73
北京,940582,2003-07-04 00:00:00.0,批发业,彭建,北京泰科诺科技有限公司,1600万人民币,存续,73
北京,2989795249,2017-01-03 00:00:00.0,科技推广和应用服务业,纪广军,北京<em>气象</em>在线科技有限公司,1000 万人民币,开业,73
北京,2358824768,2015-12-09 00:00:00.0,科技推广和应用服务业,呙平,北京我去修科技有限公司,1000万人民币,存续,73
北京,2571869826,2015-10-09 00:00:00.0,科技推广和应用服务业,张勇,富景天策（北京）<em>气象</em>服务有限公司,1000万人民币,存续,73
北京,2357932600,2016-05-26 00:00:00.0,科技推广和应用服务业,杨君琴,华云中仪（北京）<em>气象</em>科技有限公司,1000万人民币,存续,73
北京,1745033,2003-01-30 00:00:00.0,电信、广播电视和卫星传输服务,刘轻扬,北京华风创新网络技术有限公司,500万人民币,存续,72
北京,12078309,1995-12-19 00:00:00.0,计算机、通信和其他电子设备制造业,张建云,北京敏视达雷达有限公司,2492.5182万人民币,存续,72
北京,27533968,2007-04-05 00:00:00.0,商务服务业,孙颖斌,北京天鑫爱通用航空有限公司,2000万人民币,存续,71
北京,2314524306,1992-10-16 00:00:00.0,电信、广播电视和卫星传输服务,牟其中,北京南德商用卫星公司,1000万人民币,吊销，未注销,70
北京,15266160,2003-10-31 00:00:00.0,研究和试验发展,陈同义,北京汇美电子技术有限公司,1160万人民币,存续,69
北京,28078575,2013-10-18 00:00:00.0,科技推广和应用服务业,李冰,北京嘉明时代科技有限公司,1100万人民币,存续,69
北京,4368655,2009-11-09 00:00:00.0,科技推广和应用服务业,马道坤,北京联创思源测控技术有限公司,1442.86万人民币,存续,69
北京,30570127,2006-04-24 00:00:00.0,科技推广和应用服务业,安锦华,威德创新科技（北京）有限公司,1010万人民币,存续,69
北京,17840469,1999-02-10 00:00:00.0,科技推广和应用服务业,张越,北京万象信息技术有限公司,1000万人民币,存续,69
北京,2150307,2008-07-08 00:00:00.0,科技推广和应用服务业,施生锦,北京雨根科技有限公司,1000万人民币,存续,69
北京,2729632191,2016-07-26 00:00:00.0,科技推广和应用服务业,翁福兰,北京信思达科技有限公司,800万人民币,存续,68
北京,2319872645,2015-03-30 00:00:00.0,科技推广和应用服务业,方亚华,北京思湃德信息技术有限公司,1000万人民币,存续,68
北京,7438941,2007-05-29 00:00:00.0,科技推广和应用服务业,张峰云,北京泰富坤科技有限公司,1000万人民币,存续,68
北京,3018542449,2016-12-16 00:00:00.0,科技推广和应用服务业,曹强,北京知天智为<em>气象</em>科技有限公司,660 万人民币,开业,68
北京,1407190458,2015-05-13 00:00:00.0,科技推广和应用服务业,郭小祥,北京飞行侠科技有限公司,1000万人民币,存续,68
北京,28250605,2005-01-24 00:00:00.0,研究和试验发展,吕世勇,北京华教通用航空有限公司,1000万人民币,存续,67
北京,29249840,2005-03-22 00:00:00.0,科技推广和应用服务业,王春生,北京银河华晨科技发展有限公司,1000万人民币,存续,67
北京,2358797448,2016-06-03 00:00:00.0,科技推广和应用服务业,段鹏,北京燚博<em>气象</em>科技有限公司,500万人民币,存续,67
北京,2357886464,2015-12-01 00:00:00.0,科技推广和应用服务业,高安虎,北京时空云科技有限公司,500万人民币,存续,67
北京,6488146,1996-08-29 00:00:00.0,科技推广和应用服务业,薛建国,北京拓禹自动化系统工程有限公司,600万人民币,存续,66
北京,14477000,2011-03-03 00:00:00.0,新闻和出版业,王存忠,<em>气象</em>出版社,595.809万人民币,存续,66
北京,29961352,2014-10-30 00:00:00.0,科技推广和应用服务业,刘琳,北京<em>气象</em>新视野传媒科技有限公司,700 万人民币,开业,65
北京,121341084,1994-04-07 00:00:00.0,计算机、通信和其他电子设备制造业,李玉亭,北京星云电子有限公司,78万美元,吊销，未注销,65
北京,30022877,2005-03-01 00:00:00.0,仪器仪表制造业,吉尔·福森,维萨拉（北京）测量技术有限公司,630万人民币,存续,65
北京,16524855,1997-04-17 00:00:00.0,科技推广和应用服务业,李德东,北京蓝湖空间科技发展中心,600 万人民币,开业,65
北京,5635327,2008-01-21 00:00:00.0,科技推广和应用服务业,董志祥,北京华畅宇通科技发展有限公司,600万人民币,存续,65
北京,30173618,2012-08-17 00:00:00.0,科技推广和应用服务业,李淑玲,北京非凡天地科技开发有限公司,518 万元 人民币,开业,64
北京,21636818,2010-08-05 00:00:00.0,科技推广和应用服务业,周杰,北京华文超越科技开发有限公司,510万人民币,存续,64
北京,2319108147,2015-06-25 00:00:00.0,科技推广和应用服务业,米升,北京天域云图<em>气象</em>服务有限责任公司,500万人民币,存续,64
北京,31395471,2014-07-29 00:00:00.0,科技推广和应用服务业,孙海铎,北京厚力德仪器设备有限公司,500 万元 人民币,开业,64
北京,2744166084,2016-08-11 00:00:00.0,科技推广和应用服务业,王双一,北京双顺达技术咨询有限公司,300万人民币,存续,63
北京,31254802,2014-04-08 00:00:00.0,研究和试验发展,孟宪君,北京盛易农科技有限公司,500 万元 人民币,吊销,62
北京,2351776121,2016-01-29 00:00:00.0,研究和试验发展,王国振,北京明尼特环保设备有限公司,500万人民币,存续,62
北京,31813881,2003-01-30 00:00:00.0,文化艺术业,宋燕京,北京华风天际<em>气象</em>服务有限公司,300 万人民币,开业,62
北京,2350711356,2015-12-18 00:00:00.0,研究和试验发展,文森特克里格麦克唐纳,北京爱科乾鸿<em>气象</em>科技有限公司,72.65万美元,存续,62
北京,118812293,1993-02-06 00:00:00.0,计算机、通信和其他电子设备制造业,陈善敏,北京助友电子技术有限公司,50万美元,吊销，未注销,61
北京,2319119226,2013-09-02 00:00:00.0,商务服务业,芮扬震,北京汇安居工程监理有限公司,300万人民币,存续,61
北京,18134529,2009-09-25 00:00:00.0,科技推广和应用服务业,宫兆丹,北京恒信仝唯科技发展有限公司,1600万人民币,存续,61
北京,17765879,2014-01-13 00:00:00.0,石油加工、炼焦和核燃料加工业,王焕庆,中壳石化橇装（北京）有限公司,300万人民币,存续,61
北京,121155995,2009-04-22 00:00:00.0,批发业,任维红,北京鑫亚通海船舶设备有限公司,300万人民币,吊销，已注销,60
北京,32931313,2006-04-26 00:00:00.0,科技推广和应用服务业,李振军,北京华信创智科技有限公司,1000 万人民币,开业,60
北京,32138170,2012-02-17 00:00:00.0,科技推广和应用服务业,丁岩,北京强盛明禾科技发展有限公司,300 万元 人民币,开业,60
北京,80683128,2013-07-11 00:00:00.0,科技推广和应用服务业,张永刚,北京东海弘毅科技有限公司,100万人民币,存续,60
北京,33498514,2005-11-25 00:00:00.0,科技推广和应用服务业,张勇飞,北京贝克雅科技有限公司,200 万人民币,开业,58
北京,2391390985,2016-06-20 00:00:00.0,专业技术服务业,吴虓,华清绿景（北京）生态环境损害评估鉴定技术研究中心,100 万人民币,开业,58
北京,2542266319,2016-06-21 00:00:00.0,专业技术服务业,吴继惠,北京雷检避雷装置安全检测中心,100 万人民币,开业,58
北京,2452074189,2016-03-08 00:00:00.0,科技推广和应用服务业,李俊,晓天智道（北京）科技有限公司,100万人民币,存续,58
北京,2573280702,2015-12-08 00:00:00.0,科技推广和应用服务业,周会芳,中科环流（北京）<em>气象</em>科技有限公司,100万人民币,存续,58
北京,101721407,1993-10-04 00:00:00.0,研究和试验发展,施念德,爱尔环境与技术（北京）有限公司,30万美元,吊销，未注销,58
北京,104065085,1992-09-10 00:00:00.0,电信、广播电视和卫星传输服务,郏平夷,北京凯进电子技术有限公司,30万美元,吊销，未注销,57
北京,105570816,1993-11-04 00:00:00.0,计算机、通信和其他电子设备制造业,孙自余,北京福得电子技术有限公司,30万美元,吊销，未注销,57
北京,2314106749,1993-02-13 00:00:00.0,专业技术服务业,祁恩兰,北京大地工程新技术开发咨询公司,120万人民币,吊销，已注销,57
北京,82608142,2008-12-24 00:00:00.0,专用设备制造业,赛多·拉斯金,波雄设备（北京）有限公司,20万元欧元（原欧洲货币单位）,存续,57
北京,7622816,2001-06-04 00:00:00.0,科技推广和应用服务业,管永基,北京米特技术发展有限公司,110万人民币,存续,57
北京,50138317,2014-06-23 00:00:00.0,科技推广和应用服务业,段喜严,北京天毅鸿图科技有限公司,500万人民币,存续,56
北京,38333640,2010-12-22 00:00:00.0,科技推广和应用服务业,黄辰,北京天牛兴科技有限公司,100万人民币,存续,56
北京,109968218,1995-02-24 00:00:00.0,科技推广和应用服务业,苏双才,北京雷胜技贸有限责任公司,100万人民币,吊销，已注销,55
北京,2312502103,1992-11-27 00:00:00.0,批发业,袁贵臣,北京市顺义县华宇实业开发公司,100万人民币,吊销，已注销,55
北京,2357044866,2010-10-12 00:00:00.0,科技推广和应用服务业,康彦鹏,北京雨田信德检测技术有限公司,100万人民币,存续,54
北京,46528167,2014-02-07 00:00:00.0,电信、广播电视和卫星传输服务,何小强,北京视程科技有限公司,100万人民币,存续,54
北京,81969318,2013-07-31 00:00:00.0,科技推广和应用服务业,曹旭霞,北京华云熠辉<em>气象</em>科技有限公司,100万人民币,存续,54
北京,102946352,2014-11-21 00:00:00.0,科技推广和应用服务业,朱鹏,北京测云天高新技术有限公司,100万人民币,存续,53
北京,52788492,2014-09-11 00:00:00.0,科技推广和应用服务业,刘文宇,北京新莱斯科技有限公司,100万人民币,存续,53
北京,80741421,2015-02-06 00:00:00.0,科技推广和应用服务业,张东红,北京蓝升科技有限公司,100万人民币,存续,53
北京,2358187176,2015-11-26 00:00:00.0,科技推广和应用服务业,刘君言,北京爱天气科技有限公司,50万人民币,存续,53
北京,7241965,2003-10-14 00:00:00.0,研究和试验发展,张冰,北京风和日丽<em>气象</em>科技有限公司,80万人民币,吊销，已注销,52
北京,1262538,1992-09-02 00:00:00.0,科技推广和应用服务业,卢乃锰,北京市华星卫星<em>气象</em>高技术开发公司,50万人民币,吊销，已注销,52
北京,106575495,2011-06-14 00:00:00.0,科技推广和应用服务业,乔治,怀特森特尔<em>气象</em>技术（北京）有限公司,10万美元,存续,52
北京,103015803,2008-06-30 00:00:00.0,批发业,赤泽达夫,小川精机（北京）贸易有限公司,10万美元,存续,52
北京,84719678,1994-04-01 00:00:00.0,科技推广和应用服务业,石炜三,北京展拓新能源技术开发公司,52.4万人民币,吊销，未注销,52
北京,17304121,1993-05-07 00:00:00.0,科技推广和应用服务业,刘汉博,北京天译科技有限公司,55万人民币,存续,52
北京,6304781,1999-01-19 00:00:00.0,商务服务业,阎宏亮,北京兰亭实用技术开发有限公司,30万人民币,存续,51
北京,11744543,1995-08-21 00:00:00.0,土木工程建筑业,杨书琪,北京海云天建筑工程队,50 万人民币,开业,51
北京,100557262,2000-07-04 00:00:00.0,科技推广和应用服务业,丁一汇,北京博利来科技发展有限公司,50万人民币,吊销，已注销,51
北京,91376178,1995-04-06 00:00:00.0,科技推广和应用服务业,马宽军,北京微智达科技有限责任公司,50万人民币,吊销，已注销,51
北京,12102362,2001-05-31 00:00:00.0,科技推广和应用服务业,魏淳颖,北京千秋雪环保科技有限公司,50万人民币,存续,50
北京,16086968,1994-08-12 00:00:00.0,教育,丁书文,北京强盛分析仪器制造中心,50 万人民币,开业,49
北京,2315226393,2004-02-18 00:00:00.0,科技推广和应用服务业,张庆林,北京申富林防雷检测中心,50 万人民币,开业,48
北京,2319336727,1993-07-01 00:00:00.0,科技推广和应用服务业,曹剑瑛,北京畅利科贸公司,30万人民币,吊销，未注销,47
北京,2963525093,2016-10-28 00:00:00.0,科技推广和应用服务业,张强,广州泰翔通用航空有限公司北京分公司,,存续,47
北京,2990391134,2016-12-16 00:00:00.0,计算机、通信和其他电子设备制造业,刘旭东,新亚优华科技有限公司,5000 万人民币,开业,47
北京,2349589737,2015-10-15 00:00:00.0,科技推广和应用服务业,曹雪,击风科技（北京）有限公司,200万人民币,存续,46
北京,6654505,2009-04-08 00:00:00.0,科技推广和应用服务业,穆林,北京友好创达科技有限公司西城分公司,,存续,46
北京,17840819,2014-12-09 00:00:00.0,科技推广和应用服务业,张越,北京万象信息技术有限公司西城分公司,,存续,46
北京,2316996393,1987-03-28 00:00:00.0,研究和试验发展,王喜全,北京中科<em>气象</em>技术开发公司,20万人民币,吊销，未注销,46
北京,91251194,1999-04-27 00:00:00.0,专业技术服务业,马龙海,国电华北电力设计院工程有限公司北京科贸分公司,,吊销，未注销,45
北京,11608796,1970-01-01 00:00:00.0,研究和试验发展,王美华,北京大学地球物理系工厂,6 万人民币,开业,44
北京,83112911,2010-03-30 00:00:00.0,研究和试验发展,付斌,美迪欧动力<em>气象</em>技术（北京）有限公司,1.5万美元,存续,44
北京,2320592811,1970-01-01 00:00:00.0,商务服务业,胡马乐,芬兰维萨拉公司北京代表处,,注销,44
北京,90186923,2008-06-26 00:00:00.0,仪器仪表制造业,陆奎政,北京京创仪器有限公司,10万人民币,吊销，未注销,44
北京,2320567148,1993-04-02 00:00:00.0,批发业,李三久,石家庄地区大地综合开发公司房山建材公司,0万人民币,吊销，已注销,44
北京,17374042,1970-01-01 00:00:00.0,零售业,刘旭林,北京燕云<em>气象</em>仪器设备销售中心,5 万人民币,开业,44
北京,105437543,2000-05-31 00:00:00.0,科技推广和应用服务业,任泽君,北京富凯四特<em>气象</em>科技有限公司,10万人民币,吊销，未注销,39
北京,91097050,1990-08-08 00:00:00.0,仪器仪表制造业,王耀椿,北京三华电子控制工程有限公司,0万美元,吊销，未注销,37
北京,21022582,2014-06-11 00:00:00.0,科技推广和应用服务业,单福琪,天顶星科技（北京）有限公司,100万人民币,存续,37
北京,7047729,2009-07-10 00:00:00.0,科技推广和应用服务业,张金玉,北京中气辉光科技有限公司,10万人民币,存续,37
北京,14479940,2006-12-21 00:00:00.0,科技推广和应用服务业,任树兴,北京兰亭实用技术开发有限公司第一分公司,,吊销，已注销,32
北京,22439746,2000-11-10 00:00:00.0,科技推广和应用服务业,米天明,中国华云技术开发公司大气探测技术分公司,,吊销，已注销,32
北京,122693786,2014-04-14 00:00:00.0,科技推广和应用服务业,杨元琴,北京飞来风科技发展有限公司,10万人民币,存续,28
北京,1703278,1990-03-05 00:00:00.0,新闻和出版业,李纪康,<em>气象</em>出版社门市部,,存续,28
北京,2319280443,1970-01-01 00:00:00.0,研究和试验发展,杨虹,北京万卉百川生物技术研究院,10 万元 人民币,开业,26
北京,2319001005,1970-01-01 00:00:00.0,科技推广和应用服务业,张德福,北京力达信息技术研究所,32.7 万人民币,注销,0
北京,20458255,1970-01-01 00:00:00.0,科技推广和应用服务业,许腾波,北京航云航空<em>气象</em>技术咨询服务部,20 万人民币,注销,0
北京,2320106206,1970-01-01 00:00:00.0,科技推广和应用服务业,许松,北京稳亚世气候资源开发应用研究所,20 万人民币,注销,0
北京,2319117716,1970-01-01 00:00:00.0,科技推广和应用服务业,余鹤书,北京市环球<em>气象</em>导航中心,35 万人民币,注销,0
北京,2319154564,1970-01-01 00:00:00.0,批发业,黄晓松,北京海淀大飞气球经营部,0 万人民币,注销,0
北京,2315378328,1970-01-01 00:00:00.0,科技推广和应用服务业,王敏,北京市舸汇<em>气象</em>科技信息开发中心,60 万人民币,吊销,0
北京,2318654212,1970-01-01 00:00:00.0,科技推广和应用服务业,董冠然,北京金旗科技开发中心,,注销,0
北京,17035059,1970-01-01 00:00:00.0,科技推广和应用服务业,唐新华,北京云雾科技开发中心,10 万人民币,吊销,0
北京,2319262282,1970-01-01 00:00:00.0,科技推广和应用服务业,焦佩金,北京市云宇<em>气象</em>预报新技术开发中心,30 万人民币,注销,0
北京,2319248906,1970-01-01 00:00:00.0,电信、广播电视和卫星传输服务,张家骥.,北京无线通信局,,注销,0
北京,2320688048,1970-01-01 00:00:00.0,科技推广和应用服务业,张振秀,北京海淀京桥应用<em>气象</em>技术研究所,10 万人民币,注销,0
北京,2318378092,1970-01-01 00:00:00.0,科技推广和应用服务业,张遴煜,北京<em>气象</em>中心信息技术研究所,70 万人民币,吊销,0
北京,131328899,1970-01-01 00:00:00.0,科技推广和应用服务业,刘天民,北京市朝阳区气宇技贸部,7 万人民币,注销,0
北京,2311977449,1970-01-01 00:00:00.0,研究和试验发展,童学仁,中国科学院北京大气物理研究所,,吊销,0
天津,150431355,2003-03-18 00:00:00.0,仪器仪表制造业,郑晓林,中环天仪股份有限公司,16200万人民币,存续,94
天津,2357748916,2016-06-27 00:00:00.0,仪器仪表制造业,徐艳霞,天津越音速科技有限公司,5000万人民币,存续,83
天津,211089136,1983-12-12 00:00:00.0,商务服务业,耿军,东方通用航空有限责任公司,40252.465407万人民币,存续,76
天津,150461829,2011-11-21 00:00:00.0,仪器仪表制造业,郑晓林,中环天仪（天津）<em>气象</em>仪器有限公司,2000万人民币,存续,73
天津,2353413531,2016-06-16 00:00:00.0,电信、广播电视和卫星传输服务,余磊,天津普适空间信息技术有限公司,1000万人民币,存续,73
天津,2349098853,2016-03-14 00:00:00.0,研究和试验发展,刘志宝,天津金植科技有限公司,1600万人民币,存续,70
天津,218328397,2014-11-27 00:00:00.0,科技推广和应用服务业,温晗秋子,华农天时（天津）科技有限公司,500万人民币,存续,69
天津,2358657161,2003-09-22 00:00:00.0,铁路、船舶、航空航天和其他运输设备制造业,刘金元,天津天航通用航空有限公司,901.83万人民币,吊销,69
天津,2357988748,2016-07-26 00:00:00.0,研究和试验发展,仙同,艾威科（天津自贸试验区）航空科技有限公司,500万人民币,存续,67
天津,2979334993,2016-12-21 00:00:00.0,科技推广和应用服务业,赵春宇,天津慧海<em>气象</em>信息技术有限公司,500万人民币,存续,67
天津,838030124,2015-07-31 00:00:00.0,批发业,刘占红,世纪琴海（天津）国际贸易有限公司,800万人民币,存续,66
天津,491103231,2010-07-02 00:00:00.0,仪器仪表制造业,王平,天津华云天仪特种<em>气象</em>探测技术有限公司,500万人民币,存续,65
天津,2342760163,2016-01-08 00:00:00.0,科技推广和应用服务业,王健,天津海威瑞恩科技有限公司,500万人民币,存续,63
天津,2389760567,2016-09-13 00:00:00.0,科技推广和应用服务业,龚威,天津珞雍空间信息研究院有限公司,300万人民币,存续,63
天津,219157128,2014-09-11 00:00:00.0,科技推广和应用服务业,李宝铭,天津杉嵘科技发展有限公司,500万人民币,存续,63
天津,291001621,2012-12-26 00:00:00.0,专业技术服务业,潘淑杰,天津市祥云<em>气象</em>信息服务有限责任公司,100万人民币,存续,62
天津,465952757,2014-06-17 00:00:00.0,科技推广和应用服务业,吴晓明,天津世纪浅海科技有限公司,300万人民币,存续,62
天津,290922914,2002-06-26 00:00:00.0,电信、广播电视和卫星传输服务,刘桂莲,天津市华风广告有限公司,100万人民币,存续,61
天津,2862132055,2001-11-13 00:00:00.0,批发业,柳知,天津市浩瀚船舶物资有限公司,200万人民币,吊销,61
天津,258859666,1994-09-14 00:00:00.0,专业技术服务业,周燕川,天津市防雷技术中心,151万人民币,存续,60
天津,304300324,2014-07-08 00:00:00.0,研究和试验发展,李南,芯云绿能（天津）大数据科技有限公司,5000万人民币,存续,60
天津,244212174,1981-08-05 00:00:00.0,仪器仪表制造业,白春玲,天津<em>气象</em>仪器厂,259.8万人民币,存续,60
天津,482044014,2000-06-22 00:00:00.0,医药制造业,余学锋,天津市腾海药业科技有限公司,200万人民币,存续,60
天津,475460457,2013-07-18 00:00:00.0,研究和试验发展,王阳,天津圣道海洋研究有限公司,200万人民币,存续,59
天津,2406159890,2016-09-08 00:00:00.0,科技推广和应用服务业,杨秀全,天津阿哩科技有限公司,100万人民币,存续,58
天津,2357829840,2016-07-21 00:00:00.0,科技推广和应用服务业,孟旸,格瑞迈思（天津）科技有限公司,100万人民币,存续,58
天津,2858363709,2007-08-06 00:00:00.0,专业技术服务业,潘峰,天津天地浩宇<em>气象</em>科技发展有限公司,100万人民币,注销,58
天津,2352983081,2016-05-20 00:00:00.0,科技推广和应用服务业,刘利强,天津天哈科技有限责任公司,100万人民币,存续,58
天津,2999233535,2017-01-18 00:00:00.0,科技推广和应用服务业,李东华,天津朗新鸿瑞科技有限公司,100万人民币,存续,58
天津,234627220,2007-05-09 00:00:00.0,电信、广播电视和卫星传输服务,王小梅,天津神州海创科技有限公司,130万人民币,存续,57
天津,251831579,2014-08-15 00:00:00.0,科技推广和应用服务业,李淑英,天津弘源慧能科技有限公司,20万美元,存续,57
天津,184262841,2013-09-25 00:00:00.0,科技推广和应用服务业,孟宪颖,天津市震吉道防雷技术服务有限公司,100万人民币,存续,54
天津,1623639918,2015-10-12 00:00:00.0,科技推广和应用服务业,杨伟刚,天津米波科技有限公司,100万人民币,存续,54
天津,182146907,2014-06-03 00:00:00.0,科技推广和应用服务业,王亚斌,天津金亚科技有限公司,100万人民币,存续,53
天津,2859836071,2009-01-09 00:00:00.0,研究和试验发展,王化萍,天津市派迩盾科技开发有限公司,50万人民币,吊销,53
天津,258855517,2002-09-10 00:00:00.0,专业技术服务业,伊海明,天津市雍阳防雷技术有限公司,80万人民币,存续,52
天津,290993829,1992-04-07 00:00:00.0,专业技术服务业,荀广军,天津市滨海<em>气象</em>科技服务中心,80万人民币,存续,52
天津,564965632,2015-04-27 00:00:00.0,商务服务业,许晓伟,天津市万新正道商务咨询有限公司,60万人民币,存续,52
天津,309137849,2015-07-29 00:00:00.0,批发业,王祺,天津市磊墨哲商贸有限公司,50万人民币,存续,49
天津,246813368,2008-11-14 00:00:00.0,零售业,陈九旺,天津市世纪晨曦科技发展有限公司,50万人民币,存续,49
天津,284314449,2014-01-22 00:00:00.0,研究和试验发展,许志武,天津市得助科技有限公司,50万人民币,存续,48
天津,2802553337,1994-06-03 00:00:00.0,商务服务业,侯相臣,天津市礼仪庆典<em>气象</em>技术服务公司,30万人民币,吊销,48
天津,2959484655,1993-07-08 00:00:00.0,科技推广和应用服务业,薛建华,天津市华通科贸公司,30万人民币,注销,48
天津,2959883129,1993-03-25 00:00:00.0,批发业,陈敬山,天津长芦塘沽盐场海协科技服务公司,30万人民币,注销,48
天津,2960991781,1993-06-10 00:00:00.0,批发业,杨 树 达,天津市龙华机电制品公司,30万人民币,注销,48
天津,2993489560,2017-01-04 00:00:00.0,专业技术服务业,王建,沧州市天祥防雷工程有限公司天津分公司,,存续,47
天津,3005904962,2017-01-11 00:00:00.0,专业技术服务业,王凤来,天津市防雷技术中心第二分中心,,存续,47
天津,2449792315,2003-05-15 00:00:00.0,仪器仪表制造业,高明璋,天津天仪集团仪表有限公司南开分公司,,注销,47
天津,2968279362,2016-11-21 00:00:00.0,科技推广和应用服务业,陈玉学,河北宇翔雷电灾害防御科技有限公司天津分公司,,存续,47
天津,2944346037,2016-12-13 00:00:00.0,专业技术服务业,李义芝,天津市防雷技术中心第三分中心,,存续,47
天津,483511159,1992-05-04 00:00:00.0,仪器仪表制造业,葛培民,天津市温度计厂,27万人民币,存续,46
天津,456488828,2011-09-21 00:00:00.0,批发业,蒋子威,天津威航科技有限公司,10万人民币,存续,37
天津,756864732,2011-01-20 00:00:00.0,专业技术服务业,张洋,天津善江达水运工程技术有限公司,10万人民币,存续,27
天津,296730141,2014-06-10 00:00:00.0,批发业,刘城,天津天润万城商贸有限公司,10万人民币,存续,23
天津,276658828,2006-05-11 00:00:00.0,专业技术服务业,马福平,天津市防雷技术中心塘沽能源管道分中心,,存续,20
天津,294714093,2013-08-19 00:00:00.0,科技推广和应用服务业,罗岩,天津岩思晟达科技有限公司,5万人民币,存续,19
天津,1626989712,2015-10-14 00:00:00.0,科技推广和应用服务业,李思思,天津美恒润科技有限公司,5万人民币,存续,19
天津,233192324,2013-04-16 00:00:00.0,仪器仪表制造业,杨学亮,广州市中海达测绘仪器有限公司天津分公司,,存续,18
天津,762956610,2007-09-12 00:00:00.0,生态保护和环境治理业,齐兆政,天津市裕华丰环境科技服务中心,,存续,10
天津,2351137970,2016-04-26 00:00:00.0,仪器仪表制造业,吴晓明,北京世纪浅海海洋<em>气象</em>仪器有限公司天津分公司,,存续,9
天津,920785633,2010-05-06 00:00:00.0,批发业,陈德伟,天津市津南区海伟玻璃仪器经营部,,注销,0
天津,2832675448,1993-01-03 00:00:00.0,批发业,王少勇,天津长芦塘沽盐场工会勃达服务部,6万人民币,注销,0
天津,2960111464,1990-03-17 00:00:00.0,科技推广和应用服务业,庞焕萍,天津市<em>气象</em>海洋仪器厂职工技术协作服务部,,注销,0
